ct,dose
7.0,16.305
25.0,20.198
82.0,24.066
179.0,29.368
158.0,32.718
40.0,33.603
89.0,34.038
118.0,35.246
65.0,34.576
33.0,31.764
41.0,30.658
134.0,31.928
527.0,31.869
639.0,29.669
568.0,26.342
463.0,23.462
543.0,22.808
622.0,22.885
384.0,23.47
34.0,22.885
36.0,21.209
38.0,19.025
86.0,17.836
487.0,19.019
987.0,23.163
1033.0,28.423
1012.0,33.041
1033.0,34.633
1031.0,33.278
1027.0,31.43
1043.0,30.165
1035.0,29.954
1031.0,31.56
816.0,32.959
188.0,30.055
28.0,8.684
16.0,8.843
5.0,9.366
15.0,10.136
34.0,12.498
36.0,16.475
37.0,20.649
57.0,24.676
133.0,29.136
312.0,32.28
428.0,33.572
767.0,34.999
1018.0,37.128
1053.0,36.11
1036.0,32.448
1043.0,30.965
1039.0,32.177
1046.0,32.098
980.0,29.86
790.0,26.756
595.0,24.426
77.0,23.883
793.0,25.013
1009.0,25.812
997.0,25.343
993.0,22.895
1006.0,19.803
1044.0,17.567
1059.0,18.457
1075.0,22.394
1072.0,27.998
1050.0,33.376
1039.0,34.929
1053.0,33.327
1052.0,30.737
1045.0,28.7
1050.0,28.205
723.0,30.251
68.0,32.361
8.0,30.7
141.0,8.898
520.0,9.092
695.0,9.583
866.0,10.403
1019.0,13.114
1010.0,17.628
1037.0,22.272
1044.0,25.819
1059.0,28.321
1064.0,30.368
1018.0,32.689
1013.0,35.299
1008.0,37.455
1008.0,36.439
1031.0,32.02
1042.0,30.248
1041.0,31.188
1000.0,31.716
753.0,29.737
237.0,26.94
997.0,25.195
1012.0,26.086
1018.0,28.066
1019.0,30.018
1026.0,29.501
1038.0,26.234
1044.0,22.061
1049.0,18.773
1322.0,18.397
1422.0,21.932
1476.0,27.636
1276.0,33.594
1053.0,35.083
1036.0,32.727
1037.0,29.642
1040.0,26.988
616.0,26.298
26.0,28.672
1.0,31.451
5.0,29.912
242.0,9.245
868.0,9.642
1049.0,10.19
1049.0,11.196
1041.0,14.38
1036.0,19.418
1040.0,24.446
1044.0,27.373
1045.0,28.601
1053.0,29.851
1056.0,32.36
1037.0,35.573
1035.0,37.164
1036.0,34.895
1031.0,30.103
1045.0,28.271
1052.0,29.94
1047.0,30.987
1007.0,29.502
930.0,26.944
435.0,26.046
1105.0,27.984
1219.0,30.922
1094.0,33.006
1035.0,32.09
1033.0,28.039
1003.0,22.959
923.0,18.998
1028.0,17.923
1011.0,20.982
1019.0,26.881
1045.0,33.443
1156.0,35.048
1443.0,32.402
1216.0,28.768
1379.0,25.254
1235.0,24.481
969.0,27.049
995.0,29.871
1013.0,9.646
913.0,10.971
209.0,11.61
8.0,12.75
57.0,16.069
670.0,21.806
1014.0,26.762
1057.0,29.761
1062.0,30.518
1053.0,31.203
1060.0,33.34
1049.0,35.403
1059.0,35.605
1043.0,32.137
1042.0,27.055
1034.0,25.515
1034.0,28.502
1031.0,30.681
1017.0,29.866
1032.0,27.691
1037.0,26.923
1043.0,29.453
1213.0,32.781
1254.0,34.478
1070.0,33.107
817.0,28.725
172.0,23.578
1117.0,18.909
1344.0,17.414
762.0,19.731
350.0,25.913
1002.0,32.678
1084.0,34.739
1052.0,31.924
1033.0,27.664
1133.0,23.703
1789.0,23.171
1780.0,25.597
1550.0,28.716
1974.0,9.978
1472.0,12.166
447.0,13.598
407.0,14.341
731.0,17.473
440.0,23.583
57.0,28.823
7.0,32.359
123.0,33.01
139.0,32.997
615.0,33.439
987.0,33.893
1045.0,32.857
1059.0,29.3
1053.0,24.801
1049.0,24.336
1035.0,28.613
1101.0,32.159
1081.0,32.078
1055.0,30.457
1065.0,29.749
1075.0,31.633
1080.0,34.067
1074.0,35.471
1102.0,34.163
1098.0,30.085
1309.0,25.565
1980.0,21.36
2426.0,19.879
1595.0,21.502
776.0,26.458
96.0,32.133
1357.0,33.889
924.0,31.375
929.0,27.089
1297.0,23.692
1606.0,22.94
1959.0,25.644
1820.0,27.996
1843.0,9.667
1731.0,13.022
1605.0,15.188
1855.0,15.651
1748.0,18.482
1148.0,24.48
792.0,30.467
400.0,33.92
875.0,34.679
1043.0,33.82
1044.0,32.947
1042.0,32.124
1018.0,30.447
1017.0,27.61
1032.0,24.614
1028.0,25.59
1030.0,30.401
1051.0,33.67
1054.0,33.391
1046.0,31.709
1026.0,31.223
1227.0,32.697
1164.0,34.65
1066.0,35.746
1056.0,34.702
1047.0,31.841
1063.0,28.308
1146.0,25.318
1413.0,24.216
1581.0,25.439
2118.0,28.733
2402.0,32.212
2507.0,33.309
1805.0,31.265
950.0,27.349
356.0,24.112
1222.0,24.209
858.0,26.524
1161.0,8.611
1193.0,13.539
1045.0,16.772
1053.0,16.766
1396.0,18.894
1771.0,24.673
1604.0,30.464
1778.0,34.053
1954.0,34.427
1165.0,33.569
631.0,32.6
980.0,31.138
1043.0,29.357
1040.0,27.438
1023.0,26.011
1019.0,27.973
1034.0,32.445
1045.0,34.922
1038.0,33.333
1027.0,31.228
1039.0,30.353
1057.0,32.324
1047.0,34.003
1035.0,33.999
1035.0,33.374
1029.0,31.744
1011.0,29.33
986.0,27.18
1022.0,26.58
1106.0,27.489
1376.0,29.783
1765.0,32.661
1977.0,33.313
2294.0,31.372
2444.0,27.715
2523.0,24.607
1694.0,23.811
871.0,25.39
138.0,8.06
1349.0,13.606
1515.0,17.101
898.0,17.427
435.0,19.053
534.0,23.912
995.0,31.659
1035.0,31.364
1005.0,30.413
1044.0,29.31
1064.0,27.754
1176.0,26.107
1281.0,25.488
1204.0,29.916
1358.0,28.355
1271.0,27.324
1061.0,26.898
1037.0,27.595
1051.0,29.683
1064.0,31.877
1066.0,32.794
1058.0,31.14
1058.0,27.482
1063.0,23.869
1032.0,9.233
1013.0,11.245
1053.0,8.934
1059.0,11.513
1065.0,15.11
1056.0,19.875
1040.0,8.966
1034.0,11.709
1039.0,15.643
1036.0,20.64
1038.0,23.732
1051.0,22.808
1064.0,8.979
1072.0,11.426
1164.0,15.468
1380.0,21.371
1898.0,24.734
2231.0,24.881
1535.0,23.938
830.0,23.85
102.0,24.377
982.0,25.625
1002.0,25.899
1086.0,26.243
1033.0,27.422
1022.0,16.586
966.0,18.258
958.0,18.664
1033.0,17.573
1059.0,17.057
1052.0,18.489
1060.0,20.718
1072.0,23.208
1209.0,23.463
1503.0,8.119
1209.0,10.708
1058.0,15.086
1071.0,21.607
1045.0,25.827
1054.0,26.639
1048.0,26.479
1042.0,27.202
1048.0,28.6
1039.0,29.749
1037.0,30.654
1034.0,31.08
1039.0,31.569
1050.0,31.592
1053.0,30.275
1045.0,28.479
1052.0,26.329
1051.0,24.401
1078.0,21.815
1065.0,19.072
1054.0,17.148
1044.0,16.904
1048.0,17.468
1058.0,18.345
1054.0,20.01
1051.0,22.042
1053.0,22.478
1081.0,21.298
1209.0,20.48
1098.0,21.622
731.0,24.02
936.0,26.359
916.0,27.172
964.0,26.573
1023.0,25.612
1029.0,24.395
1057.0,7.664
1053.0,10.026
1056.0,14.959
1055.0,21.835
1063.0,26.543
1063.0,28.159
1062.0,29.189
1025.0,30.616
1023.0,32.185
1063.0,33.506
1037.0,34.223
1039.0,34.465
1041.0,34.883
1047.0,33.682
1033.0,30.716
1022.0,28.465
1020.0,28.15
1019.0,27.321
1029.0,25.01
1042.0,22.575
1049.0,20.517
1028.0,19.816
1035.0,20.617
1044.0,21.319
1035.0,23.04
1021.0,25.189
1013.0,25.681
1012.0,24.434
1028.0,23.249
1035.0,24.136
1029.0,26.558
1027.0,29.076
1040.0,30.027
1035.0,29.93
1022.0,29.595
986.0,28.612
452.0,27.381
196.0,8.21
366.0,10.757
365.0,15.518
170.0,22.273
298.0,27.478
865.0,29.927
1036.0,31.809
1043.0,33.101
1036.0,34.342
1030.0,35.677
1023.0,36.371
1049.0,36.394
1042.0,35.832
1050.0,34.656
1035.0,31.691
835.0,29.693
880.0,29.473
705.0,28.941
230.0,27.115
398.0,24.789
967.0,22.708
1042.0,22.307
1047.0,22.9
1030.0,23.438
1035.0,24.693
1017.0,26.487
1023.0,27.135
1046.0,25.654
1045.0,24.987
1024.0,26.188
1021.0,28.697
1000.0,30.946
984.0,31.886
968.0,31.867
986.0,31.953
998.0,31.828
1013.0,31.402
892.0,31.021
521.0,9.182
22.0,11.522
24.0,16.077
26.0,23.001
31.0,27.815
40.0,30.188
69.0,32.217
366.0,33.598
812.0,34.983
992.0,36.355
1014.0,37.375
1008.0,36.972
1036.0,35.993
1035.0,34.419
956.0,31.863
535.0,30.264
125.0,29.942
16.0,29.558
1.0,27.904
18.0,25.65
82.0,23.989
183.0,24.015
170.0,24.364
95.0,24.683
83.0,25.365
79.0,26.502
81.0,26.634
131.0,25.746
305.0,25.579
767.0,27.093
1032.0,29.88
1029.0,32.331
1024.0,33.105
1020.0,33.09
1041.0,33.141
1041.0,33.385
913.0,33.498
620.0,34.406
120.0,33.761
136.0,9.629
168.0,11.522
234.0,15.877
249.0,21.981
304.0,26.476
275.0,28.771
177.0,31.391
414.0,33.215
351.0,34.933
202.0,36.348
93.0,37.241
109.0,36.725
59.0,35.543
34.0,33.74
7.0,31.369
9.0,30.342
27.0,30.547
44.0,29.825
42.0,27.96
24.0,26.029
86.0,24.784
63.0,24.608
30.0,24.99
30.0,25.178
25.0,25.245
71.0,25.59
32.0,25.179
20.0,24.649
24.0,24.887
68.0,27.149
390.0,30.264
746.0,33.567
735.0,34.648
650.0,34.177
568.0,33.799
586.0,33.66
399.0,34.687
76.0,36.916
109.0,37.398
194.0,9.561
166.0,11.023
32.0,14.445
36.0,19.153
83.0,22.476
76.0,25.342
49.0,28.824
54.0,31.985
206.0,34.915
311.0,36.862
222.0,37.73
129.0,37.449
499.0,36.323
244.0,34.227
452.0,31.424
313.0,30.725
156.0,31.553
151.0,31.023
339.0,28.703
393.0,26.477
183.0,24.463
8.0,24.26
354.0,24.547
744.0,24.784
629.0,25.031
548.0,24.732
441.0,24.216
544.0,23.648
456.0,24.231
512.0,26.679
779.0,30.746
560.0,34.629
153.0,36.317
5.0,35.485
19.0,34.407
9.0,33.942
21.0,35.555
19.0,38.751
12.0,39.82
8.0,34.601
8.0,9.226
9.0,10.166
6.0,12.212
19.0,14.833
7.0,17.765
10.0,21.195
10.0,25.776
8.0,30.509
15.0,35.6
28.0,38.219
14.0,38.958
7.0,38.86
9.0,38.113
7.0,35.819
6.0,32.385
4.0,31.194
16.0,32.424
10.0,32.155
2.0,29.906
7.0,26.604
13.0,24.096
11.0,23.695
20.0,24.142
3.0,24.635
8.0,25.104
183.0,24.748
484.0,23.852
264.0,23.337
568.0,24.256
158.0,27.336
438.0,31.721
364.0,36.209
510.0,37.825
223.0,37.04
326.0,35.627
363.0,34.959
309.0,36.212
181.0,39.358
39.0,40.888
83.0,36.107
1.0,8.933
15.0,9.477
3.0,10.64
17.0,12.227
30.0,14.889
34.0,19.161
23.0,24.011
19.0,29.315
25.0,35.589
20.0,39.365
6.0,40.428
5.0,40.316
3.0,39.982
24.0,37.395
176.0,33.255
370.0,31.466
476.0,32.898
131.0,32.83
392.0,30.609
138.0,27.254
236.0,24.797
186.0,24.342
170.0,25.142
106.0,26.354
85.0,26.534
300.0,25.586
198.0,24.086
386.0,23.006
62.0,24.273
231.0,28.126
397.0,32.762
207.0,37.117
15.0,38.775
26.0,37.857
37.0,36.208
37.0,34.955
35.0,35.813
46.0,38.391
279.0,40.007
728.0,36.357
990.0,8.86
1024.0,9.189
1007.0,10.093
936.0,11.011
705.0,14.283
352.0,19.167
66.0,24.231
22.0,29.666
23.0,34.97
21.0,38.813
16.0,40.228
11.0,40.884
11.0,40.978
34.0,38.569
89.0,33.967
77.0,32.422
33.0,33.581
51.0,33.603
110.0,31.255
377.0,28.319
708.0,25.861
615.0,26.497
520.0,28.08
577.0,29.808
429.0,30.033
443.0,27.696
423.0,24.641
26.0,22.817
106.0,24.101
228.0,28.354
425.0,33.639
759.0,38.229
1014.0,39.395
1028.0,38.038
1012.0,35.835
1026.0,33.898
1019.0,33.985
1014.0,36.232
1022.0,37.713
1022.0,35.006
1029.0,9.179
1005.0,9.666
554.0,10.029
111.0,11.692
9.0,14.942
1.0,20.255
16.0,25.361
18.0,29.721
25.0,33.75
67.0,36.422
179.0,38.627
396.0,40.234
680.0,41.371
935.0,39.106
1029.0,34.51
1028.0,33.214
1043.0,34.745
1047.0,35.431
1040.0,33.258
1034.0,29.988
1004.0,27.821
950.0,28.753
608.0,30.989
314.0,33.112
57.0,32.455
724.0,29.24
958.0,25.105
1060.0,22.521
1056.0,23.498
1039.0,28.093
1062.0,33.969
1319.0,38.819
1551.0,39.933
1263.0,38.062
1070.0,34.983
1037.0,32.616
1049.0,32.073
1055.0,33.944
1061.0,35.671
1050.0,33.405
651.0,9.495
63.0,10.208
43.0,11.265
396.0,12.916
754.0,16.754
948.0,22.137
1023.0,26.981
1039.0,30.118
1011.0,32.291
1032.0,34.282
1027.0,37.006
1037.0,39.651
1027.0,40.974
1023.0,38.904
992.0,34.65
995.0,33.866
1019.0,36.622
1019.0,38.085
1010.0,36.352
1012.0,32.892
970.0,30.555
402.0,31.549
10.0,33.842
1002.0,35.284
1037.0,34.108
1045.0,29.964
1049.0,25.355
1082.0,21.987
1138.0,22.52
1118.0,26.79
1151.0,33.221
1418.0,39.259
1593.0,40.541
1095.0,37.69
1018.0,34.05
1016.0,30.529
1036.0,29.715
1007.0,31.821
476.0,33.873
11.0,31.91
65.0,10.286
670.0,12.376
1020.0,13.881
1057.0,15.581
1061.0,19.327
1052.0,25.192
1057.0,30.108
1042.0,32.81
1079.0,33.853
1092.0,35.075
1081.0,37.301
1078.0,39.831
1075.0,40.74
1080.0,38.591
1051.0,34.67
1068.0,34.631
1093.0,38.772
1098.0,41.184
1092.0,39.969
1012.0,36.897
960.0,34.608
534.0,35.629
1040.0,37.732
1195.0,38.142
1325.0,36.27
1049.0,31.952
1035.0,26.971
1034.0,22.727
1038.0,22.107
1066.0,25.581
1050.0,32.1
1086.0,38.717
1559.0,40.418
1737.0,37.255
1941.0,32.973
1812.0,29.036
1032.0,27.994
400.0,30.337
663.0,32.638
972.0,30.819
1014.0,11.312
571.0,14.631
49.0,17.225
12.0,18.753
189.0,22.315
888.0,28.586
1017.0,33.844
1042.0,36.908
1051.0,37.815
1050.0,37.776
1053.0,39.153
1046.0,39.957
1117.0,39.964
1127.0,37.955
1026.0,34.846
1036.0,35.796
1061.0,40.524
1110.0,43.216
1077.0,42.202
1215.0,39.53
1492.0,38.02
2004.0,39.387
2174.0,41.157
1847.0,41.221
1147.0,39.518
690.0,35.243
95.0,30.603
1116.0,26.223
1365.0,24.859
873.0,27.122
850.0,32.402
1034.0,38.854
1046.0,40.703
997.0,37.679
1094.0,32.921
1040.0,28.629
1037.0,27.76
1079.0,30.145
1247.0,32.432
1813.0,11.74
1433.0,16.764
1807.0,20.253
1473.0,21.89
864.0,25.057
174.0,31.448
27.0,37.177
116.0,40.352
82.0,40.784
52.0,39.974
139.0,39.754
257.0,39.554
814.0,38.58
1023.0,36.684
1044.0,35.299
1048.0,37.324
1054.0,41.762
1052.0,43.516
1039.0,41.631
1126.0,39.509
1311.0,39.547
1538.0,42.201
1517.0,44.308
1642.0,44.428
2048.0,42.869
2158.0,39.162
2067.0,34.869
2183.0,31.267
2322.0,29.777
2200.0,30.921
2595.0,34.615
1884.0,38.885
964.0,40.277
325.0,37.638
1058.0,33.005
1060.0,28.982
329.0,28.758
1051.0,31.037
1235.0,32.495
1277.0,12.393
1782.0,18.69
2040.0,22.592
1549.0,23.163
1546.0,25.47
1959.0,31.462
1326.0,37.506
768.0,40.801
151.0,40.906
3.0,39.653
19.0,38.71
32.0,37.45
239.0,35.883
760.0,34.461
1039.0,34.099
1059.0,36.586
1055.0,40.884
1037.0,41.522
1043.0,38.973
1051.0,37.288
1042.0,38.525
1065.0,42.216
1262.0,44.795
1448.0,45.395
1489.0,44.043
1968.0,40.233
2317.0,36.423
2368.0,33.153
2205.0,31.293
2236.0,31.811
2285.0,34.254
2357.0,37.351
1980.0,38.226
1462.0,36.06
2333.0,32.206
2216.0,28.608
1095.0,28.311
350.0,30.127
1180.0,12.395
1228.0,18.466
1479.0,21.942
1762.0,21.873
1681.0,23.798
1645.0,29.479
1709.0,34.769
1442.0,38.017
1105.0,37.96
1079.0,36.938
753.0,35.529
157.0,34.506
86.0,32.602
600.0,31.391
978.0,30.87
1034.0,33.479
1034.0,37.396
1022.0,38.33
1026.0,35.554
1032.0,34.251
1034.0,35.844
1039.0,38.672
1042.0,40.839
1033.0,41.16
1067.0,39.81
1417.0,37.093
1544.0,34.447
1535.0,32.384
1612.0,31.12
1827.0,31.208
1747.0,32.888
1572.0,35.423
1627.0,36.2
1743.0,34.408
2029.0,30.732
2305.0,27.359
2067.0,26.61
2166.0,12.433
2056.0,17.574
1095.0,20.162
739.0,19.812
1448.0,21.266
894.0,25.788
921.0,30.822
855.0,33.501
1335.0,32.826
1523.0,30.88
1967.0,29.796
1864.0,29.231
1479.0,29.468
1648.0,30.708
2018.0,32.343
1275.0,32.913
566.0,31.57
301.0,28.457
925.0,12.021
1038.0,15.552
1044.0,17.398
1052.0,17.547
1041.0,19.05
1039.0,22.958
1050.0,27.088
1045.0,14.643
1043.0,15.403
1042.0,16.969
1025.0,9.034
1044.0,10.612
1344.0,12.952
1819.0,15.279
1644.0,9.077
1607.0,11.497
1471.0,15.001
1300.0,19.088
1260.0,20.066
1528.0,17.47
1929.0,9.505
2218.0,12.459
2281.0,16.792
2244.0,22.157
2183.0,24.493
1965.0,21.909
1060.0,19.583
466.0,10.603
1161.0,13.49
637.0,18.111
1002.0,23.709
1107.0,26.3
1083.0,24.931
1145.0,22.986
1581.0,22.719
1812.0,23.299
1409.0,24.066
1786.0,16.017
1699.0,17.515
921.0,18.545
299.0,18.626
638.0,18.708
1034.0,20.407
1058.0,23.037
1060.0,25.561
1048.0,11.63
1047.0,14.806
1048.0,19.382
1046.0,24.985
1050.0,27.518
1044.0,26.532
1029.0,24.975
1042.0,25.1
1121.0,26.317
1482.0,27.659
1608.0,28.062
2138.0,28.424
2266.0,29.59
2100.0,30.805
1714.0,30.62
1621.0,29.114
2006.0,26.424
2411.0,23.706
2464.0,20.77
2017.0,18.534
2204.0,17.239
1978.0,17.014
1069.0,17.272
693.0,17.746
629.0,18.7
1028.0,20.218
1314.0,21.025
1063.0,20.77
1069.0,20.585
1059.0,22.55
1076.0,25.685
1073.0,29.026
1078.0,29.682
1097.0,28.26
1481.0,26.854
1736.0,11.471
1483.0,15.122
2006.0,20.057
1288.0,25.893
731.0,28.506
847.0,27.843
1052.0,27.028
1067.0,27.727
1060.0,29.778
1052.0,31.298
1053.0,32.064
1045.0,32.712
1027.0,33.857
1046.0,34.465
1053.0,33.399
1049.0,31.791
1050.0,29.965
1054.0,27.831
1267.0,24.953
1909.0,22.318
2244.0,20.293
1947.0,19.754
1783.0,19.968
1802.0,20.435
1859.0,21.59
1952.0,23.264
2011.0,23.988
2422.0,23.362
2486.0,23.045
2511.0,24.768
1978.0,28.052
1008.0,31.848
468.0,33.037
965.0,32.596
971.0,31.542
973.0,29.734
996.0,10.45
976.0,14.435
1020.0,19.849
1028.0,25.993
1038.0,29.183
1019.0,29.602
1054.0,29.919
1082.0,30.965
1077.0,32.392
1076.0,33.955
1122.0,34.85
1248.0,35.524
1141.0,35.781
1056.0,35.322
1029.0,32.827
1071.0,30.843
1034.0,30.352
1054.0,29.2
1044.0,27.131
1048.0,24.43
1033.0,22.317
1013.0,21.78
1016.0,22.189
1047.0,22.649
1048.0,23.807
1046.0,25.655
1048.0,26.288
1041.0,25.632
1048.0,25.097
1059.0,26.513
1089.0,29.82
1096.0,33.517
1043.0,35.301
1041.0,35.467
1035.0,34.675
1043.0,34.155
1050.0,34.297
1120.0,9.952
1409.0,13.512
1933.0,18.905
1982.0,25.742
1265.0,29.932
854.0,31.349
113.0,32.517
921.0,33.44
981.0,34.567
1032.0,35.55
1075.0,36.512
1075.0,36.675
1074.0,36.661
1070.0,35.358
1042.0,32.463
1039.0,30.766
1045.0,30.678
1018.0,29.948
1038.0,27.98
1032.0,25.734
1034.0,23.735
1050.0,23.3
972.0,23.793
929.0,24.174
915.0,25.339
761.0,27.307
896.0,27.924
1034.0,26.791
1039.0,26.403
1047.0,28.045
1054.0,31.226
1064.0,35.039
1046.0,36.63
1055.0,36.916
1046.0,36.62
1051.0,36.879
1037.0,38.849
1024.0,41.704
1033.0,10.146
1036.0,13.175
1039.0,18.729
1065.0,25.825
1069.0,30.363
1075.0,32.456
1032.0,34.261
817.0,35.181
196.0,36.017
170.0,36.904
223.0,37.635
326.0,37.15
508.0,36.43
787.0,34.611
1012.0,32.218
1065.0,30.903
1062.0,30.977
1050.0,30.483
1021.0,28.81
1026.0,26.645
1041.0,24.752
1054.0,24.519
1053.0,24.807
1053.0,25.204
1015.0,26.049
587.0,27.903
19.0,28.226
4.0,27.31
403.0,27.246
999.0,29.207
1047.0,32.823
1036.0,36.673
1032.0,38.529
1030.0,38.604
1029.0,38.129
1037.0,38.63
1048.0,41.17
1054.0,45.01
1042.0,45.085
1013.0,10.224
978.0,12.683
987.0,17.659
972.0,24.165
991.0,28.884
1004.0,31.512
1027.0,34.36
877.0,36.338
267.0,37.584
15.0,38.375
24.0,38.867
35.0,38.212
41.0,36.802
43.0,34.508
48.0,32.241
215.0,31.331
601.0,31.831
917.0,31.505
1007.0,29.535
1013.0,27.459
1015.0,25.954
1017.0,25.603
965.0,25.927
653.0,25.973
297.0,26.616
59.0,27.436
18.0,27.391
4.0,26.681
7.0,26.868
73.0,29.513
217.0,33.817
234.0,38.947
208.0,41.018
259.0,40.596
316.0,39.463
369.0,38.833
466.0,41.653
805.0,46.411
1028.0,47.923
1042.0,42.234
1036.0,10.128
1029.0,11.897
1033.0,15.75
1048.0,20.908
1022.0,24.985
747.0,28.83
442.0,33.538
82.0,37.28
84.0,39.672
30.0,41.002
74.0,41.208
85.0,40.73
127.0,39.215
140.0,36.081
141.0,32.585
127.0,31.677
68.0,32.747
104.0,32.459
31.0,30.585
54.0,28.299
43.0,26.813
32.0,26.718
26.0,27.2
14.0,27.206
16.0,27.309
30.0,27.182
66.0,26.727
81.0,26.182
83.0,26.83
42.0,30.119
12.0,34.863
29.0,40.448
24.0,42.859
109.0,42.159
77.0,40.551
38.0,39.416
77.0,41.647
327.0,46.581
582.0,48.859
695.0,43.504
638.0,9.686
533.0,10.853
403.0,13.571
505.0,17.142
131.0,20.726
1.0,25.758
361.0,32.122
55.0,37.179
231.0,41.116
445.0,43.009
375.0,43.553
76.0,43.044
110.0,41.716
313.0,37.917
304.0,33.374
87.0,32.094
96.0,33.292
376.0,33.264
484.0,31.053
355.0,28.691
95.0,26.832
365.0,26.936
139.0,27.723
144.0,28.81
252.0,28.903
171.0,28.664
179.0,27.689
18.0,27.249
8.0,28.159
281.0,31.795
460.0,36.49
627.0,41.457
321.0,43.389
283.0,42.689
630.0,40.848
518.0,39.375
715.0,41.448
500.0,46.209
570.0,48.121
180.0,43.117
12.0,32.616
16.0,9.247
11.0,10.33
10.0,12.358
2.0,15.107
16.0,18.592
3.0,24.001
6.0,30.512
1.0,36.487
2.0,41.01
2.0,43.843
10.0,44.899
11.0,44.889
6.0,43.402
2.0,39.306
10.0,34.273
6.0,32.874
2.0,34.255
10.0,34.467
20.0,32.398
3.0,29.345
80.0,27.095
124.0,27.526
59.0,29.4
12.0,31.36
24.0,32.074
3.0,31.133
151.0,29.595
269.0,28.573
131.0,29.966
391.0,33.454
349.0,38.168
429.0,42.674
287.0,44.19
331.0,43.271
429.0,41.296
281.0,39.763
253.0,41.505
69.0,45.495
6.0,47.08
158.0,41.838
157.0,31.592
119.0,9.254
67.0,10.106
34.0,11.708
13.0,13.769
18.0,17.693
10.0,23.105
16.0,29.081
5.0,34.938
63.0,40.141
129.0,43.335
121.0,44.591
55.0,45.174
420.0,43.858
260.0,40.461
450.0,35.259
328.0,34.177
292.0,35.937
213.0,36.493
41.0,34.466
240.0,30.887
244.0,28.721
227.0,29.468
19.0,31.561
269.0,33.884
473.0,34.318
451.0,32.57
139.0,30.522
2.0,29.039
725.0,30.346
778.0,34.264
799.0,39.387
737.0,43.943
623.0,45.025
459.0,43.905
430.0,41.257
524.0,39.382
685.0,40.4
724.0,43.815
586.0,45.134
356.0,40.084
138.0,30.339
23.0,9.706
9.0,10.645
5.0,11.937
3.0,14.397
6.0,18.504
13.0,24.154
34.0,29.426
22.0,34.301
21.0,38.948
21.0,42.178
40.0,44.043
34.0,44.782
90.0,44.32
316.0,41.177
599.0,36.534
613.0,35.985
579.0,38.965
433.0,40.689
428.0,38.437
224.0,34.533
171.0,32.017
32.0,32.59
9.0,34.618
1023.0,36.183
1021.0,36.054
1029.0,33.17
1035.0,30.287
1066.0,28.458
1049.0,29.835
1034.0,34.822
1023.0,40.577
1006.0,45.392
1004.0,46.605
1013.0,44.784
998.0,41.77
1013.0,39.022
1033.0,39.02
878.0,41.082
465.0,42.133
116.0,37.793
28.0,28.962
16.0,10.514
14.0,12.225
16.0,14.181
16.0,16.786
31.0,21.171
236.0,26.917
635.0,31.826
956.0,35.617
1048.0,39.192
1030.0,42.44
1031.0,44.432
1036.0,46.026
1038.0,45.984
1033.0,42.904
1038.0,38.819
1004.0,39.012
669.0,42.626
396.0,44.871
189.0,43.373
31.0,39.58
976.0,36.699
1000.0,37.06
1063.0,38.723
1080.0,39.876
1070.0,38.299
1056.0,35.016
1072.0,30.792
1095.0,28.546
1093.0,29.636
1036.0,34.867
1036.0,41.284
1028.0,46.564
1040.0,47.905
1040.0,45.627
1036.0,42.149
1037.0,38.561
942.0,37.768
721.0,38.925
728.0,39.773
781.0,35.902
863.0,27.964
962.0,11.905
1022.0,15.278
1018.0,18.198
1015.0,21.041
1035.0,25.18
1048.0,31.176
1019.0,35.983
994.0,39.527
1006.0,42.041
1015.0,44.195
1036.0,46.153
1018.0,47.302
1007.0,47.37
998.0,45.467
1011.0,42.737
911.0,43.696
461.0,47.269
9.0,48.983
1038.0,47.335
1042.0,43.605
1051.0,41.245
1055.0,41.91
1090.0,43.263
1606.0,43.475
1984.0,41.73
1535.0,38.144
1451.0,33.404
1094.0,29.95
994.0,30.304
1015.0,34.791
1030.0,41.346
1047.0,47.34
1065.0,48.975
1056.0,46.516
842.0,42.289
665.0,38.155
980.0,36.399
1067.0,37.151
1056.0,38.148
1054.0,34.933
1056.0,13.44
1051.0,18.204
1039.0,22.068
1073.0,24.515
1091.0,28.703
1102.0,34.913
1096.0,40.382
1072.0,43.675
1064.0,44.642
1072.0,45.55
1081.0,46.727
1080.0,47.479
1082.0,47.848
1083.0,47.121
1009.0,45.995
837.0,48.184
223.0,51.926
1043.0,52.531
1027.0,49.252
1010.0,45.441
1057.0,43.884
1103.0,45.479
1181.0,46.99
1460.0,47.105
1593.0,45.194
1518.0,41.512
1474.0,37.028
1675.0,33.301
1860.0,32.511
1475.0,35.715
487.0,41.918
96.0,48.067
462.0,49.668
981.0,46.91
977.0,41.821
459.0,37.166
27.0,35.444
236.0,36.454
900.0,37.659
1029.0,34.727
1044.0,14.669
1048.0,20.594
1044.0,24.505
1052.0,26.141
1171.0,29.661
1590.0,36.067
1643.0,41.678
1676.0,44.847
1842.0,45.463
2199.0,45.109
2466.0,45.612
2443.0,45.901
2351.0,45.74
2445.0,45.745
2538.0,45.65
2575.0,48.159
1987.0,51.651
1150.0,51.754
648.0,48.331
50.0,45.21
1020.0,45.536
1171.0,47.818
1237.0,49.636
1135.0,49.838
1053.0,47.892
1042.0,43.943
1162.0,39.626
1100.0,36.006
1047.0,34.765
1232.0,37.201
1388.0,41.849
1795.0,47.425
1996.0,48.95
1612.0,45.912
